date,value
2025-01-24,258
2025-01-25,257
2025-01-26,248
2025-01-27,254
2025-01-28,258
2025-01-29,246
2025-01-30,269
2025-01-31,222
2025-02-01,237
2025-02-02,270
2025-02-03,257
2025-02-04,243
2025-02-05,258
2025-02-06,268
2025-02-07,247
2025-02-08,266
2025-02-09,254
2025-02-10,255
2025-02-11,257
2025-02-12,274
2025-02-13,244
2025-02-14,255
2025-02-15,270
2025-02-16,246
2025-02-17,242
2025-02-18,271
2025-02-19,265
2025-02-20,263
2025-02-21,268
2025-02-22,254
2025-02-23,307
2025-02-24,256
2025-02-25,264
2025-02-26,251
2025-02-27,266
2025-02-28,293
2025-03-01,273
2025-03-02,282
2025-03-03,268
2025-03-04,300
2025-03-05,279
2025-03-06,260
2025-03-07,289
2025-03-08,274
2025-03-09,288
2025-03-10,283
2025-03-11,285
2025-03-12,284
2025-03-13,271
2025-03-14,264
2025-03-15,298
2025-03-16,284
2025-03-17,290
2025-03-18,281
2025-03-19,261
2025-03-20,272
2025-03-21,309
2025-03-22,280
2025-03-23,287
2025-03-24,273
2025-03-25,286
2025-03-26,289
2025-03-27,292
2025-03-28,295
2025-03-29,288
2025-03-30,290
2025-03-31,298
2025-04-01,304
2025-04-02,298
2025-04-03,325
2025-04-04,305
2025-04-05,305
2025-04-06,295
2025-04-07,318
2025-04-08,291
2025-04-09,284
2025-04-10,294
2025-04-11,316
2025-04-12,293
2025-04-13,327
2025-04-14,310
2025-04-15,291
2025-04-16,309
2025-04-17,337
2025-04-18,302
2025-04-19,297
2025-04-20,322
2025-04-21,334
2025-04-22,331
2025-04-23,313
2025-04-24,321
2025-04-25,324
2025-04-26,336
2025-04-27,350
2025-04-28,321
2025-04-29,341
2025-04-30,319
2025-05-01,333
2025-05-02,313
2025-05-03,316
2025-05-04,333
2025-05-05,316
2025-05-06,341
2025-05-07,322
2025-05-08,332
2025-05-09,330
2025-05-10,328
2025-05-11,335
2025-05-12,349
2025-05-13,377
2025-05-14,320
2025-05-15,341
2025-05-16,335
2025-05-17,326
2025-05-18,343
2025-05-19,328
2025-05-20,340
2025-05-21,358
2025-05-22,315
2025-05-23,347
2025-05-24,350
2025-05-25,332
2025-05-26,353
2025-05-27,352
2025-05-28,343
2025-05-29,365
2025-05-30,332
2025-05-31,359
2025-06-01,348
2025-06-02,338
2025-06-03,350
2025-06-04,349
2025-06-05,365
2025-06-06,335
2025-06-07,353
2025-06-08,351
2025-06-09,379
2025-06-10,344
2025-06-11,374
2025-06-12,337
2025-06-13,366
2025-06-14,360
2025-06-15,368
2025-06-16,354
2025-06-17,338
2025-06-18,345
2025-06-19,384
2025-06-20,370
2025-06-21,356
2025-06-22,381
2025-06-23,360
2025-06-24,360
2025-06-25,355
2025-06-26,388
2025-06-27,399
2025-06-28,361
2025-06-29,379
2025-06-30,389
2025-07-01,405
2025-07-02,345
2025-07-03,380
2025-07-04,388
2025-07-05,360
2025-07-06,386
2025-07-07,384
2025-07-08,392
2025-07-09,375
2025-07-10,389
2025-07-11,377
2025-07-12,394
2025-07-13,389
2025-07-14,382
2025-07-15,369
2025-07-16,411
2025-07-17,405
2025-07-18,402
2025-07-19,382
2025-07-20,388
2025-07-21,416
2025-07-22,404
2025-07-23,383
2025-07-24,396
2025-07-25,398
2025-07-26,395
2025-07-27,386
2025-07-28,416
2025-07-29,408
2025-07-30,398
2025-07-31,380
2025-08-01,395
2025-08-02,403
2025-08-03,416
2025-08-04,400
2025-08-05,421
2025-08-06,409
2025-08-07,398
2025-08-08,371
2025-08-09,394
2025-08-10,390
2025-08-11,409
2025-08-12,417
2025-08-13,432
2025-08-14,414
2025-08-15,399
2025-08-16,447
2025-08-17,421
2025-08-18,414
2025-08-19,414
2025-08-20,401
2025-08-21,428
2025-08-22,426
2025-08-23,443
2025-08-24,437
2025-08-25,435
2025-08-26,441
